order_id,market,booked_key,expected_key,actual_key,mw,order_value,material_committed,promised_months,slip_months,cancelled,status
NX-00687,US / Canada,2025-09-01,2026-06-01,2026-07-01,24.2,2008600.0,1004300.0,9,1.35,False,On plan
NX-00688,US / Canada,2025-09-01,2026-02-01,2026-02-01,20.2,1676600.0,838300.0,5,0.02,False,On plan
NX-00689,US / Canada,2025-09-01,2026-02-01,2026-03-01,22.4,1859200.0,929600.0,5,0.64,False,On plan
NX-00690,US / Canada,2025-09-01,2026-02-01,2026-02-01,10.0,830000.0,415000.0,5,0.0,False,On plan
NX-00691,US / Canada,2025-09-01,2026-05-01,2026-05-01,22.7,1884100.0,942050.0,8,0.37,False,On plan
NX-00692,US / Canada,2025-09-01,2026-02-01,2026-04-01,36.4,3021200.0,1510600.0,5,1.86,False,On plan
NX-00693,US / Canada,2025-09-01,2027-02-01,2027-02-01,13.8,1145400.0,572700.0,17,0.23,False,On plan
NX-00694,US / Canada,2025-09-01,2026-11-01,2026-12-01,49.6,4116800.0,2058400.0,14,1.23,False,On plan
NX-00695,US / Canada,2025-09-01,2026-10-01,2026-10-01,17.2,1427600.0,713800.0,13,0.0,False,On plan
NX-00696,US / Canada,2025-09-01,2026-11-01,2026-12-01,18.2,1510600.0,755300.0,14,0.97,False,On plan
NX-00697,US / Canada,2025-09-01,2026-04-01,2026-05-01,25.1,2083300.0,1041650.0,7,1.0,False,On plan
NX-00698,US / Canada,2025-09-01,2026-02-01,2026-02-01,17.6,1460800.0000000002,730400.0000000001,5,0.07,False,On plan
NX-00699,US / Canada,2025-09-01,2026-03-01,2026-03-01,12.8,1062400.0,531200.0,6,0.0,False,On plan
NX-00700,US / Canada,2025-09-01,2026-06-01,2026-06-01,22.2,1842600.0,921300.0,9,0.23,False,On plan
NX-00701,US / Canada,2025-09-01,2026-10-01,2026-10-01,10.5,871500.0,435750.0,13,0.02,False,On plan
NX-00702,US / Canada,2025-09-01,2027-01-01,2027-01-01,22.3,1850900.0,925450.0,16,0.08,False,On plan
NX-00703,US / Canada,2025-09-01,2026-11-01,2026-11-01,7.9,655700.0,327850.0,14,0.1,False,On plan
NX-00704,Europe,2025-09-01,2026-05-01,2026-05-01,50.7,4461600.0,2230800.0,8,0.27,False,On plan
NX-00705,Europe,2025-09-01,2026-02-01,2026-08-01,27.0,2376000.0,1188000.0,5,6.49,False,Slipped 2mo+
NX-00706,Europe,2025-09-01,2026-08-01,2026-08-01,7.3,642400.0,321200.0,11,0.04,False,On plan
NX-00707,Europe,2025-09-01,2026-09-01,2026-10-01,9.5,836000.0,418000.0,12,0.66,False,On plan
NX-00708,Europe,2025-09-01,2026-02-01,2026-02-01,6.2,545600.0,272800.0,5,0.21,False,On plan
NX-00709,Europe,2025-09-01,2026-12-01,2027-01-01,38.9,3423200.0,1711600.0,15,0.88,False,On plan
NX-00710,MENA,2025-09-01,2026-09-01,2026-09-01,6.6,534600.0,267300.0,12,0.1,False,On plan
NX-00711,MENA,2025-09-01,2026-03-01,2026-09-01,8.3,672300.0,336150.0,6,5.68,False,Slipped 2mo+
NX-00712,MENA,2025-09-01,2026-02-01,2026-02-01,11.5,931500.0,465750.0,5,0.18,False,On plan
NX-00713,India,2025-09-01,2026-04-01,2026-11-01,49.5,3514500.0,1757250.0,7,7.05,False,Slipped 2mo+
NX-00714,India,2025-09-01,2026-12-01,2027-02-01,22.1,1569100.0,784550.0,15,2.25,False,Slipped 2mo+
NX-00715,Australia/SEA,2025-09-01,2026-02-01,2026-02-01,8.6,722400.0,361200.0,5,0.0,False,On plan
NX-00716,Australia/SEA,2025-09-01,2026-03-01,2026-05-01,19.3,1621200.0,810600.0,6,1.59,False,On plan
NX-00717,LATAM,2025-09-01,2026-06-01,2026-08-01,16.4,1295600.0,647800.0,9,1.74,False,On plan
NX-00718,LATAM,2025-09-01,2026-12-01,2026-12-01,10.0,790000.0,395000.0,15,0.23,False,On plan
NX-00719,LATAM,2025-09-01,2026-02-01,2026-02-01,22.7,1793300.0,896650.0,5,0.02,False,On plan
NX-00720,LATAM,2025-09-01,2026-02-01,2026-05-01,8.3,655700.0,327850.0,5,2.85,False,Slipped 2mo+
NX-00721,US / Canada,2025-10-01,2026-05-01,,4.2,348600.0,174300.0,7,0.0,True,Cancelled
NX-00722,US / Canada,2025-10-01,2026-10-01,2026-10-01,12.1,1004300.0,502150.0,12,0.3,False,On plan
NX-00723,US / Canada,2025-10-01,2026-04-01,2027-01-01,8.8,730400.0000000001,365200.00000000006,6,8.63,False,Slipped 2mo+
NX-00724,US / Canada,2025-10-01,2026-03-01,2026-03-01,6.0,498000.0,249000.0,5,0.01,False,On plan
NX-00725,US / Canada,2025-10-01,2026-04-01,2026-04-01,21.3,1767900.0,883950.0,6,0.2,False,On plan
NX-00726,US / Canada,2025-10-01,2026-04-01,2026-04-01,19.5,1618500.0,809250.0,6,0.16,False,On plan
NX-00727,US / Canada,2025-10-01,2026-12-01,2027-02-01,3.8,315400.0,157700.0,14,1.75,False,On plan
NX-00728,US / Canada,2025-10-01,2026-09-01,2026-09-01,10.7,888099.9999999999,444049.99999999994,11,0.0,False,On plan
NX-00729,US / Canada,2025-10-01,2026-09-01,2026-09-01,13.6,1128800.0,564400.0,11,0.0,False,On plan
NX-00730,US / Canada,2025-10-01,2026-03-01,2026-03-01,34.7,2880100.0000000005,1440050.0000000002,5,0.25,False,On plan
NX-00731,US / Canada,2025-10-01,2026-05-01,2026-05-01,26.7,2216100.0,1108050.0,7,0.08,False,On plan
NX-00732,US / Canada,2025-10-01,2026-11-01,2026-11-01,13.4,1112200.0,556100.0,13,0.0,False,On plan
NX-00733,US / Canada,2025-10-01,2026-10-01,2026-10-01,13.0,1079000.0,539500.0,12,0.0,False,On plan
NX-00734,US / Canada,2025-10-01,2027-02-01,2027-02-01,4.5,373500.0,186750.0,16,0.01,False,On plan
NX-00735,US / Canada,2025-10-01,2026-03-01,2026-03-01,4.1,340299.99999999994,170149.99999999997,5,0.04,False,On plan
NX-00736,US / Canada,2025-10-01,2026-03-01,2026-03-01,69.1,5735299.999999999,2867649.9999999995,5,0.0,False,On plan
NX-00737,US / Canada,2025-10-01,2026-03-01,2026-03-01,8.7,722099.9999999999,361049.99999999994,5,0.13,False,On plan
NX-00738,US / Canada,2025-10-01,2026-04-01,2026-04-01,45.3,3759900.0,1879950.0,6,0.0,False,On plan
NX-00739,US / Canada,2025-10-01,2026-08-01,2026-08-01,12.0,996000.0,498000.0,10,0.04,False,On plan
NX-00740,US / Canada,2025-10-01,2026-03-01,2026-03-01,1.4,116200.0,58100.0,5,0.0,False,On plan
NX-00741,US / Canada,2025-10-01,2026-03-01,2026-03-01,18.0,1494000.0,747000.0,5,0.0,False,On plan
NX-00742,US / Canada,2025-10-01,2026-06-01,2026-06-01,9.6,796800.0,398400.0,8,0.01,False,On plan
NX-00743,US / Canada,2025-10-01,2026-06-01,2026-06-01,24.8,2058400.0,1029200.0,8,0.46,False,On plan
NX-00744,US / Canada,2025-10-01,2026-03-01,2026-03-01,42.4,3519200.0,1759600.0,5,0.0,False,On plan
NX-00745,US / Canada,2025-10-01,2026-05-01,2026-09-01,19.5,1618500.0,809250.0,7,4.32,False,Slipped 2mo+
NX-00746,US / Canada,2025-10-01,2026-03-01,2026-07-01,3.1,257300.0,128650.0,5,3.9,False,Slipped 2mo+
NX-00747,US / Canada,2025-10-01,2026-03-01,2026-03-01,5.4,448200.00000000006,224100.00000000003,5,0.1,False,On plan
NX-00748,US / Canada,2025-10-01,2026-03-01,2026-03-01,26.3,2182900.0,1091450.0,5,0.0,False,On plan
NX-00749,US / Canada,2025-10-01,2026-08-01,2026-08-01,8.1,672300.0,336150.0,10,0.06,False,On plan
NX-00750,US / Canada,2025-10-01,2026-06-01,2026-11-01,7.3,605900.0,302950.0,8,5.08,False,Slipped 2mo+
NX-00751,Europe,2025-10-01,2026-03-01,2026-04-01,4.9,431200.00000000006,215600.00000000003,5,1.32,False,On plan
NX-00752,Europe,2025-10-01,2026-03-01,2026-03-01,9.1,800800.0,400400.0,5,0.03,False,On plan
NX-00753,MENA,2025-10-01,2026-03-01,2026-03-01,5.1,413100.0,206550.0,5,0.18,False,On plan
NX-00754,MENA,2025-10-01,2026-03-01,,28.6,2316600.0,1158300.0,5,0.33,True,Cancelled
NX-00755,India,2025-10-01,2026-03-01,,7.8,553800.0,276900.0,5,0.03,True,Cancelled
NX-00756,India,2025-10-01,2026-04-01,2026-05-01,9.9,702900.0,351450.0,6,1.18,False,On plan
NX-00757,India,2025-10-01,2026-03-01,2026-10-01,6.3,447300.0,223650.0,5,7.25,False,Slipped 2mo+
NX-00758,Australia/SEA,2025-10-01,2026-03-01,2026-06-01,9.6,806400.0,403200.0,5,2.87,False,Slipped 2mo+
NX-00759,LATAM,2025-10-01,2026-04-01,2026-04-01,11.2,884800.0,442400.0,6,0.0,False,On plan
NX-00760,LATAM,2025-10-01,2026-03-01,2027-04-01,48.7,3847300.0,1923650.0,5,12.83,False,Slipped 2mo+
NX-00761,LATAM,2025-10-01,2026-06-01,2026-07-01,18.5,1461500.0,730750.0,8,1.04,False,On plan
NX-00762,US / Canada,2025-11-01,2026-12-01,2026-12-01,15.1,1253300.0,626650.0,13,0.0,False,On plan
NX-00763,US / Canada,2025-11-01,2026-07-01,2026-07-01,1.8,149400.0,74700.0,8,0.04,False,On plan
NX-00764,US / Canada,2025-11-01,2026-06-01,2026-06-01,4.4,365200.00000000006,182600.00000000003,7,0.22,False,On plan
NX-00765,US / Canada,2025-11-01,2026-12-01,2026-12-01,12.6,1045800.0,522900.0,13,0.14,False,On plan
NX-00766,US / Canada,2025-11-01,2026-06-01,2026-07-01,10.2,846599.9999999999,423299.99999999994,7,0.6,False,On plan
NX-00767,US / Canada,2025-11-01,2026-04-01,2026-06-01,47.1,3909300.0,1954650.0,5,2.19,False,Slipped 2mo+
NX-00768,US / Canada,2025-11-01,2027-05-01,2027-08-01,4.8,398400.0,199200.0,18,3.07,False,Slipped 2mo+
NX-00769,US / Canada,2025-11-01,2026-09-01,2026-10-01,51.5,4274500.0,2137250.0,10,1.22,False,On plan
NX-00770,US / Canada,2025-11-01,2026-07-01,2026-07-01,213.0,17679000.0,8839500.0,8,0.0,False,On plan
NX-00771,US / Canada,2025-11-01,2027-02-01,2027-03-01,22.6,1875800.0,937900.0,15,0.62,False,On plan
NX-00772,US / Canada,2025-11-01,2027-03-01,2027-03-01,1.9,157700.0,78850.0,16,0.17,False,On plan
NX-00773,US / Canada,2025-11-01,2026-11-01,2026-11-01,11.4,946200.0,473100.0,12,0.02,False,On plan
NX-00774,US / Canada,2025-11-01,2026-09-01,2026-10-01,3.9,323700.0,161850.0,10,0.78,False,On plan
NX-00775,US / Canada,2025-11-01,2026-08-01,2026-09-01,10.2,846599.9999999999,423299.99999999994,9,0.92,False,On plan
NX-00776,US / Canada,2025-11-01,2026-04-01,2026-05-01,7.8,647400.0,323700.0,5,0.63,False,On plan
NX-00777,US / Canada,2025-11-01,2026-05-01,2026-08-01,7.5,622500.0,311250.0,6,3.3,False,Slipped 2mo+
NX-00778,US / Canada,2025-11-01,2026-06-01,2026-07-01,6.7,556100.0,278050.0,7,0.51,False,On plan
NX-00779,US / Canada,2025-11-01,2026-06-01,2026-06-01,15.9,1319700.0,659850.0,7,0.06,False,On plan
NX-00780,US / Canada,2025-11-01,2026-04-01,2026-05-01,3.1,257300.0,128650.0,5,1.4,False,On plan
NX-00781,US / Canada,2025-11-01,2026-04-01,2026-04-01,103.6,8598800.0,4299400.0,5,0.0,False,On plan
NX-00782,US / Canada,2025-11-01,2026-11-01,2027-04-01,14.4,1195200.0,597600.0,12,5.38,False,Slipped 2mo+
NX-00783,US / Canada,2025-11-01,2026-05-01,2026-05-01,3.8,315400.0,157700.0,6,0.02,False,On plan
NX-00784,US / Canada,2025-11-01,2026-05-01,2026-05-01,21.3,1767900.0,883950.0,6,0.17,False,On plan
NX-00785,US / Canada,2025-11-01,2026-07-01,2026-07-01,11.4,946200.0,473100.0,8,0.02,False,On plan
NX-00786,US / Canada,2025-11-01,2026-07-01,2026-07-01,29.2,2423600.0,1211800.0,8,0.17,False,On plan
NX-00787,US / Canada,2025-11-01,2026-07-01,2026-07-01,9.6,796800.0,398400.0,8,0.1,False,On plan
NX-00788,US / Canada,2025-11-01,2026-04-01,2026-04-01,4.9,406700.00000000006,203350.00000000003,5,0.01,False,On plan
NX-00789,US / Canada,2025-11-01,2026-04-01,2026-04-01,27.0,2241000.0,1120500.0,5,0.26,False,On plan
NX-00790,US / Canada,2025-11-01,2026-04-01,2026-12-01,6.2,514600.0,257300.0,5,8.09,False,Slipped 2mo+
NX-00791,US / Canada,2025-11-01,2026-04-01,2026-04-01,6.4,531200.0,265600.0,5,0.04,False,On plan
NX-00792,US / Canada,2025-11-01,2026-08-01,2026-08-01,14.3,1186900.0,593450.0,9,0.3,False,On plan
NX-00793,US / Canada,2025-11-01,2027-02-01,2027-02-01,6.1,506300.0,253150.0,15,0.03,False,On plan
NX-00794,US / Canada,2025-11-01,2026-08-01,2026-08-01,20.2,1676600.0,838300.0,9,0.01,False,On plan
NX-00795,US / Canada,2025-11-01,2027-01-01,,27.7,2299100.0,1149550.0,14,0.37,True,Cancelled
NX-00796,US / Canada,2025-11-01,2027-02-01,2027-02-01,4.4,365200.00000000006,182600.00000000003,15,0.01,False,On plan
NX-00797,US / Canada,2025-11-01,2026-04-01,2026-05-01,18.3,1518900.0,759450.0,5,0.59,False,On plan
NX-00798,Europe,2025-11-01,2026-06-01,2026-08-01,23.3,2050400.0,1025200.0,7,2.11,False,Slipped 2mo+
NX-00799,Europe,2025-11-01,2026-04-01,2026-05-01,57.2,5033600.0,2516800.0,5,0.69,False,On plan
NX-00800,Europe,2025-11-01,2026-09-01,2026-12-01,10.7,941600.0,470800.0,10,3.36,False,Slipped 2mo+
NX-00801,Europe,2025-11-01,2026-11-01,2026-12-01,11.8,1038400.0,519200.0,12,1.17,False,On plan
NX-00802,MENA,2025-11-01,2026-07-01,2027-03-01,3.6,291600.0,145800.0,8,7.6,False,Slipped 2mo+
NX-00803,India,2025-11-01,2027-11-01,2028-03-01,6.0,426000.0,213000.0,24,4.21,False,Slipped 2mo+
NX-00804,India,2025-11-01,2026-12-01,2026-12-01,11.1,788100.0,394050.0,13,0.19,False,On plan
NX-00805,India,2025-11-01,2026-05-01,2028-01-01,14.0,994000.0,497000.0,6,20.46,False,Slipped 2mo+
NX-00806,Australia/SEA,2025-11-01,2026-04-01,2026-08-01,19.2,1612800.0,806400.0,5,4.12,False,Slipped 2mo+
NX-00807,Australia/SEA,2025-11-01,2026-10-01,2026-12-01,15.0,1260000.0,630000.0,11,1.62,False,On plan
NX-00808,LATAM,2025-11-01,2026-04-01,2026-05-01,20.0,1580000.0,790000.0,5,0.52,False,On plan
NX-00809,LATAM,2025-11-01,2026-05-01,2026-11-01,7.8,616200.0,308100.0,6,5.9,False,Slipped 2mo+
NX-00810,LATAM,2025-11-01,2026-07-01,2026-08-01,11.8,932200.0,466100.0,8,1.01,False,On plan
NX-00811,LATAM,2025-11-01,2026-11-01,2026-11-01,6.6,521400.0,260700.0,12,0.0,False,On plan
NX-00812,LATAM,2025-11-01,2026-04-01,2026-04-01,13.7,1082300.0,541150.0,5,0.39,False,On plan
NX-00813,LATAM,2025-11-01,2026-10-01,2026-10-01,14.4,1137600.0,568800.0,11,0.44,False,On plan
NX-00814,US / Canada,2025-12-01,2026-06-01,2026-06-01,5.3,439900.0,219950.0,6,0.08,False,On plan
NX-00815,US / Canada,2025-12-01,2027-02-01,2027-02-01,19.2,1593600.0,796800.0,14,0.05,False,On plan
NX-00816,US / Canada,2025-12-01,2027-04-01,2027-04-01,8.0,664000.0,332000.0,16,0.0,False,On plan
NX-00817,US / Canada,2025-12-01,2026-07-01,2026-09-01,37.7,3129100.0000000005,1564550.0000000002,7,2.19,False,Slipped 2mo+
NX-00818,US / Canada,2025-12-01,2026-05-01,2026-05-01,49.4,4100200.0,2050100.0,5,0.0,False,On plan
NX-00819,US / Canada,2025-12-01,2026-05-01,2026-05-01,13.7,1137100.0,568550.0,5,0.0,False,On plan
NX-00820,US / Canada,2025-12-01,2026-07-01,2026-10-01,19.9,1651699.9999999998,825849.9999999999,7,2.57,False,Slipped 2mo+
NX-00821,US / Canada,2025-12-01,2026-05-01,2026-05-01,10.1,838300.0,419150.0,5,0.0,False,On plan
NX-00822,US / Canada,2025-12-01,2026-05-01,2026-05-01,6.7,556100.0,278050.0,5,0.0,False,On plan
NX-00823,US / Canada,2025-12-01,2026-05-01,2026-05-01,8.8,730400.0000000001,365200.00000000006,5,0.03,False,On plan
NX-00824,US / Canada,2025-12-01,2026-09-01,2026-09-01,8.1,672300.0,336150.0,9,0.14,False,On plan
NX-00825,US / Canada,2025-12-01,2026-08-01,2026-09-01,7.7,639100.0,319550.0,8,0.74,False,On plan
NX-00826,US / Canada,2025-12-01,2026-11-01,2026-11-01,10.4,863200.0,431600.0,11,0.3,False,On plan
NX-00827,US / Canada,2025-12-01,2026-05-01,2026-06-01,42.5,3527500.0,1763750.0,5,1.42,False,On plan
NX-00828,US / Canada,2025-12-01,2026-05-01,2026-05-01,22.4,1859200.0,929600.0,5,0.01,False,On plan
NX-00829,US / Canada,2025-12-01,2026-05-01,2026-05-01,26.4,2191200.0,1095600.0,5,0.47,False,On plan
NX-00830,US / Canada,2025-12-01,2026-12-01,2026-12-01,12.9,1070700.0,535350.0,12,0.01,False,On plan
NX-00831,US / Canada,2025-12-01,2026-05-01,2026-05-01,4.9,406700.00000000006,203350.00000000003,5,0.16,False,On plan
NX-00832,US / Canada,2025-12-01,2026-05-01,2026-05-01,102.3,8490900.0,4245450.0,5,0.17,False,On plan
NX-00833,US / Canada,2025-12-01,2026-06-01,2026-06-01,27.1,2249300.0,1124650.0,6,0.0,False,On plan
NX-00834,US / Canada,2025-12-01,2026-07-01,2026-07-01,8.4,697200.0,348600.0,7,0.01,False,On plan
NX-00835,Europe,2025-12-01,2026-05-01,2026-05-01,5.4,475200.00000000006,237600.00000000003,5,0.0,False,On plan
NX-00836,Europe,2025-12-01,2026-09-01,2026-09-01,29.3,2578400.0,1289200.0,9,0.05,False,On plan
NX-00837,Europe,2025-12-01,2026-11-01,2026-12-01,10.9,959200.0,479600.0,11,0.54,False,On plan
NX-00838,Europe,2025-12-01,2026-05-01,2026-05-01,11.9,1047200.0,523600.0,5,0.0,False,On plan
NX-00839,Europe,2025-12-01,2026-06-01,2026-06-01,17.6,1548800.0000000002,774400.0000000001,6,0.0,False,On plan
NX-00840,MENA,2025-12-01,2026-05-01,2026-10-01,12.8,1036800.0,518400.0,5,4.56,False,Slipped 2mo+
NX-00841,MENA,2025-12-01,2026-10-01,2026-12-01,19.8,1603800.0,801900.0,10,2.05,False,Slipped 2mo+
NX-00842,MENA,2025-12-01,2026-08-01,2026-09-01,5.8,469800.0,234900.0,8,0.83,False,On plan
NX-00843,India,2025-12-01,2026-10-01,2027-08-01,3.5,248500.0,124250.0,10,10.21,False,Slipped 2mo+
NX-00844,India,2025-12-01,2026-05-01,2027-11-01,14.8,1050800.0,525400.0,5,18.43,False,Slipped 2mo+
NX-00845,LATAM,2025-12-01,2026-05-01,2026-05-01,5.1,402900.0,201450.0,5,0.0,False,On plan
NX-00846,LATAM,2025-12-01,2026-05-01,2026-08-01,9.9,782100.0,391050.0,5,3.32,False,Slipped 2mo+
NX-00847,LATAM,2025-12-01,2026-07-01,2026-08-01,57.1,4510900.0,2255450.0,7,1.03,False,On plan
NX-00848,LATAM,2025-12-01,2026-09-01,2026-12-01,65.6,5182400.0,2591200.0,9,2.91,False,Slipped 2mo+
