order_id,region,market,edge_case,booked_month,mw,order_value,material_committed,promised_months,expected_conversion,slip_months,actual_conversion,cancelled
NX-00673,EMEA,Europe,False,2025-08-01,7.4,651200.0,488400.0,13,2026-09-01,0.98,2026-10-01,False
NX-00674,EMEA,Europe,False,2025-08-01,10.7,941599.9999999999,706199.9999999999,4,2025-12-01,0.53,2026-01-01,False
NX-00675,EMEA,Europe,False,2025-08-01,6.1,536800.0,402600.0,8,2026-04-01,0.07,2026-04-01,False
NX-00676,EMEA,Europe,False,2025-08-01,7.7,677600.0,508200.0,5,2026-01-01,0.51,2026-02-01,False
NX-00677,EMEA,MENA,False,2025-08-01,11.8,955800.0,716850.0,4,2025-12-01,4.44,2026-04-01,False
NX-00678,APAC,India,True,2025-08-01,39.3,2790300.0,2092725.0,8,2026-04-01,0.05,2026-04-01,False
NX-00679,APAC,India,True,2025-08-01,8.9,631900.0,473925.0,7,2026-03-01,1.55,2026-05-01,False
NX-00680,LATAM,LATAM,False,2025-08-01,19.5,1540500.0,1155375.0,11,2026-07-01,0.31,2026-07-01,False
NX-00681,LATAM,LATAM,False,2025-08-01,5.8,458200.0,343650.0,5,2026-01-01,0.21,2026-01-01,False
NX-00682,LATAM,LATAM,False,2025-08-01,23.2,1832800.0,1374600.0,16,2026-12-01,4.51,2027-05-01,False
NX-00683,LATAM,LATAM,False,2025-08-01,16.9,1335100.0,1001325.0,14,2026-10-01,0.37,,True
NX-00684,North America,US / Canada,False,2025-09-01,3.6,298800.0,224100.0,7,2026-04-01,2.09,2026-06-01,False
NX-00685,North America,US / Canada,False,2025-09-01,16.5,1369500.0,1027125.0,7,2026-04-01,0.27,2026-04-01,False
NX-00686,North America,US / Canada,False,2025-09-01,11.5,954500.0,715875.0,3,2025-12-01,0.2,2025-12-01,False
NX-00687,North America,US / Canada,False,2025-09-01,24.2,2008600.0,1506450.0,9,2026-06-01,1.35,2026-07-01,False
NX-00688,North America,US / Canada,False,2025-09-01,20.2,1676600.0,1257450.0,5,2026-02-01,0.02,2026-02-01,False
NX-00689,North America,US / Canada,False,2025-09-01,22.4,1859199.9999999998,1394399.9999999998,4,2026-01-01,0.64,2026-02-01,False
NX-00690,North America,US / Canada,False,2025-09-01,10.0,830000.0,622500.0,3,2025-12-01,0.0,2025-12-01,False
NX-00691,North America,US / Canada,False,2025-09-01,22.7,1884100.0,1413075.0,8,2026-05-01,0.37,2026-05-01,False
NX-00692,North America,US / Canada,False,2025-09-01,36.4,3021200.0,2265900.0,5,2026-02-01,1.86,2026-04-01,False
NX-00693,North America,US / Canada,False,2025-09-01,13.8,1145400.0,859050.0,17,2027-02-01,0.23,2027-02-01,False
NX-00694,North America,US / Canada,False,2025-09-01,49.6,4116800.0,3087600.0,14,2026-11-01,1.23,2026-12-01,False
NX-00695,North America,US / Canada,False,2025-09-01,17.2,1427600.0,1070700.0,13,2026-10-01,0.0,2026-10-01,False
NX-00696,North America,US / Canada,False,2025-09-01,18.2,1510600.0,1132950.0,14,2026-11-01,0.97,2026-12-01,False
NX-00697,North America,US / Canada,False,2025-09-01,25.1,2083300.0000000002,1562475.0000000002,7,2026-04-01,1.0,2026-05-01,False
NX-00698,North America,US / Canada,False,2025-09-01,17.6,1460800.0000000002,1095600.0000000002,5,2026-02-01,0.07,2026-02-01,False
NX-00699,North America,US / Canada,False,2025-09-01,12.8,1062400.0,796800.0,6,2026-03-01,0.0,2026-03-01,False
NX-00700,North America,US / Canada,False,2025-09-01,22.2,1842600.0,1381950.0,9,2026-06-01,0.23,2026-06-01,False
NX-00701,North America,US / Canada,False,2025-09-01,10.5,871500.0,653625.0,13,2026-10-01,0.02,2026-10-01,False
NX-00702,North America,US / Canada,False,2025-09-01,22.3,1850900.0,1388175.0,16,2027-01-01,0.08,2027-01-01,False
NX-00703,North America,US / Canada,False,2025-09-01,7.9,655700.0,491775.0,14,2026-11-01,0.1,2026-11-01,False
NX-00704,EMEA,Europe,False,2025-09-01,50.7,4461600.0,3346200.0,8,2026-05-01,0.27,2026-05-01,False
NX-00705,EMEA,Europe,False,2025-09-01,27.0,2376000.0,1782000.0,4,2026-01-01,6.49,2026-07-01,False
NX-00706,EMEA,Europe,False,2025-09-01,7.3,642400.0,481800.0,11,2026-08-01,0.04,2026-08-01,False
NX-00707,EMEA,Europe,False,2025-09-01,9.5,836000.0,627000.0,12,2026-09-01,0.66,2026-10-01,False
NX-00708,EMEA,Europe,False,2025-09-01,6.2,545600.0,409200.0,2,2025-11-01,0.21,2025-11-01,False
NX-00709,EMEA,Europe,False,2025-09-01,38.9,3423200.0,2567400.0,15,2026-12-01,0.88,2027-01-01,False
NX-00710,EMEA,MENA,False,2025-09-01,6.6,534600.0,400950.0,12,2026-09-01,0.1,2026-09-01,False
NX-00711,EMEA,MENA,False,2025-09-01,8.3,672300.0,504225.0,6,2026-03-01,5.68,2026-09-01,False
NX-00712,EMEA,MENA,False,2025-09-01,11.5,931500.0,698625.0,2,2025-11-01,0.18,2025-11-01,False
NX-00713,APAC,India,True,2025-09-01,49.5,3514500.0,2635875.0,7,2026-04-01,7.05,2026-11-01,False
NX-00714,APAC,India,True,2025-09-01,22.1,1569100.0,1176825.0,15,2026-12-01,2.25,2027-02-01,False
NX-00715,APAC,Australia/SEA,False,2025-09-01,8.6,722400.0,541800.0,5,2026-02-01,0.0,2026-02-01,False
NX-00716,APAC,Australia/SEA,False,2025-09-01,19.3,1621200.0,1215900.0,6,2026-03-01,1.59,2026-05-01,False
NX-00717,LATAM,LATAM,False,2025-09-01,16.4,1295600.0,971700.0,9,2026-06-01,1.74,2026-08-01,False
NX-00718,LATAM,LATAM,False,2025-09-01,10.0,790000.0,592500.0,15,2026-12-01,0.23,2026-12-01,False
NX-00719,LATAM,LATAM,False,2025-09-01,22.7,1793300.0,1344975.0,5,2026-02-01,0.02,2026-02-01,False
NX-00720,LATAM,LATAM,False,2025-09-01,8.3,655700.0,491775.0,5,2026-02-01,2.85,2026-05-01,False
NX-00721,North America,US / Canada,False,2025-10-01,4.2,348600.0,261450.0,7,2026-05-01,0.0,,True
NX-00722,North America,US / Canada,False,2025-10-01,12.1,1004300.0,753225.0,12,2026-10-01,0.3,2026-10-01,False
NX-00723,North America,US / Canada,False,2025-10-01,8.8,730400.0000000001,547800.0000000001,6,2026-04-01,8.63,2027-01-01,False
NX-00724,North America,US / Canada,False,2025-10-01,6.0,498000.0,373500.0,4,2026-02-01,0.01,2026-02-01,False
NX-00725,North America,US / Canada,False,2025-10-01,21.3,1767900.0,1325925.0,6,2026-04-01,0.2,2026-04-01,False
NX-00726,North America,US / Canada,False,2025-10-01,19.5,1618500.0,1213875.0,6,2026-04-01,0.16,2026-04-01,False
NX-00727,North America,US / Canada,False,2025-10-01,3.8,315400.0,236550.0,14,2026-12-01,1.75,2027-02-01,False
NX-00728,North America,US / Canada,False,2025-10-01,10.7,888099.9999999999,666074.9999999999,11,2026-09-01,0.0,2026-09-01,False
NX-00729,North America,US / Canada,False,2025-10-01,13.6,1128800.0,846600.0,11,2026-09-01,0.0,2026-09-01,False
NX-00730,North America,US / Canada,False,2025-10-01,34.7,2880100.0000000005,2160075.0000000005,4,2026-02-01,0.25,2026-02-01,False
NX-00731,North America,US / Canada,False,2025-10-01,26.7,2216100.0,1662075.0,7,2026-05-01,0.08,2026-05-01,False
NX-00732,North America,US / Canada,False,2025-10-01,13.4,1112200.0,834150.0,13,2026-11-01,0.0,2026-11-01,False
NX-00733,North America,US / Canada,False,2025-10-01,13.0,1079000.0,809250.0,12,2026-10-01,0.0,2026-10-01,False
NX-00734,North America,US / Canada,False,2025-10-01,4.5,373500.0,280125.0,16,2027-02-01,0.01,2027-02-01,False
NX-00735,North America,US / Canada,False,2025-10-01,4.1,340299.99999999994,255224.99999999994,3,2026-01-01,0.04,2026-01-01,False
NX-00736,North America,US / Canada,False,2025-10-01,69.1,5735299.999999999,4301474.999999999,4,2026-02-01,0.0,2026-02-01,False
NX-00737,North America,US / Canada,False,2025-10-01,8.7,722099.9999999999,541574.9999999999,3,2026-01-01,0.13,2026-01-01,False
NX-00738,North America,US / Canada,False,2025-10-01,45.3,3759899.9999999995,2819924.9999999995,6,2026-04-01,0.0,2026-04-01,False
NX-00739,North America,US / Canada,False,2025-10-01,12.0,996000.0,747000.0,10,2026-08-01,0.04,2026-08-01,False
NX-00740,North America,US / Canada,False,2025-10-01,1.4,116199.99999999999,87149.99999999999,4,2026-02-01,0.0,2026-02-01,False
NX-00741,North America,US / Canada,False,2025-10-01,18.0,1494000.0,1120500.0,4,2026-02-01,0.0,2026-02-01,False
NX-00742,North America,US / Canada,False,2025-10-01,9.6,796800.0,597600.0,8,2026-06-01,0.01,2026-06-01,False
NX-00743,North America,US / Canada,False,2025-10-01,24.8,2058400.0,1543800.0,8,2026-06-01,0.46,2026-06-01,False
NX-00744,North America,US / Canada,False,2025-10-01,42.4,3519200.0,2639400.0,3,2026-01-01,0.0,2026-01-01,False
NX-00745,North America,US / Canada,False,2025-10-01,19.5,1618500.0,1213875.0,7,2026-05-01,4.32,2026-09-01,False
NX-00746,North America,US / Canada,False,2025-10-01,3.1,257300.0,192975.0,4,2026-02-01,3.9,2026-06-01,False
NX-00747,North America,US / Canada,False,2025-10-01,5.4,448200.00000000006,336150.00000000006,4,2026-02-01,0.1,2026-02-01,False
NX-00748,North America,US / Canada,False,2025-10-01,26.3,2182900.0,1637175.0,5,2026-03-01,0.0,2026-03-01,False
NX-00749,North America,US / Canada,False,2025-10-01,8.1,672300.0,504225.0,10,2026-08-01,0.06,2026-08-01,False
NX-00750,North America,US / Canada,False,2025-10-01,7.3,605900.0,454425.0,8,2026-06-01,5.08,2026-11-01,False
NX-00751,EMEA,Europe,False,2025-10-01,4.9,431200.00000000006,323400.00000000006,4,2026-02-01,1.32,2026-03-01,False
NX-00752,EMEA,Europe,False,2025-10-01,9.1,800800.0,600600.0,3,2026-01-01,0.03,2026-01-01,False
NX-00753,EMEA,MENA,False,2025-10-01,5.1,413100.0,309825.0,5,2026-03-01,0.18,2026-03-01,False
NX-00754,EMEA,MENA,False,2025-10-01,28.6,2316600.0,1737450.0,4,2026-02-01,0.33,,True
NX-00755,APAC,India,True,2025-10-01,7.8,553800.0,415350.0,5,2026-03-01,0.03,,True
NX-00756,APAC,India,True,2025-10-01,9.9,702900.0,527175.0,6,2026-04-01,1.18,2026-05-01,False
NX-00757,APAC,India,True,2025-10-01,6.3,447300.0,335475.0,4,2026-02-01,7.25,2026-09-01,False
NX-00758,APAC,Australia/SEA,False,2025-10-01,9.6,806400.0,604800.0,5,2026-03-01,2.87,2026-06-01,False
NX-00759,LATAM,LATAM,False,2025-10-01,11.2,884800.0,663600.0,6,2026-04-01,0.0,2026-04-01,False
NX-00760,LATAM,LATAM,False,2025-10-01,48.7,3847300.0,2885475.0,3,2026-01-01,12.83,2027-02-01,False
NX-00761,LATAM,LATAM,False,2025-10-01,18.5,1461500.0,1096125.0,8,2026-06-01,1.04,2026-07-01,False
NX-00762,North America,US / Canada,False,2025-11-01,15.1,1253300.0,939975.0,13,2026-12-01,0.0,2026-12-01,False
NX-00763,North America,US / Canada,False,2025-11-01,1.8,149400.0,112050.0,8,2026-07-01,0.04,2026-07-01,False
NX-00764,North America,US / Canada,False,2025-11-01,4.4,365200.00000000006,273900.00000000006,7,2026-06-01,0.22,2026-06-01,False
NX-00765,North America,US / Canada,False,2025-11-01,12.6,1045800.0,784350.0,13,2026-12-01,0.14,2026-12-01,False
NX-00766,North America,US / Canada,False,2025-11-01,10.2,846599.9999999999,634949.9999999999,7,2026-06-01,0.6,2026-07-01,False
NX-00767,North America,US / Canada,False,2025-11-01,47.1,3909300.0,2931975.0,4,2026-03-01,2.19,2026-05-01,False
NX-00768,North America,US / Canada,False,2025-11-01,4.8,398400.0,298800.0,18,2027-05-01,3.07,2027-08-01,False
NX-00769,North America,US / Canada,False,2025-11-01,51.5,4274500.0,3205875.0,10,2026-09-01,1.22,2026-10-01,False
NX-00770,North America,US / Canada,False,2025-11-01,213.0,17679000.0,13259250.0,8,2026-07-01,0.0,2026-07-01,False
NX-00771,North America,US / Canada,False,2025-11-01,22.6,1875800.0000000002,1406850.0000000002,15,2027-02-01,0.62,2027-03-01,False
NX-00772,North America,US / Canada,False,2025-11-01,1.9,157700.0,118275.0,16,2027-03-01,0.17,2027-03-01,False
NX-00773,North America,US / Canada,False,2025-11-01,11.4,946200.0,709650.0,12,2026-11-01,0.02,2026-11-01,False
NX-00774,North America,US / Canada,False,2025-11-01,3.9,323700.0,242775.0,10,2026-09-01,0.78,2026-10-01,False
NX-00775,North America,US / Canada,False,2025-11-01,10.2,846599.9999999999,634949.9999999999,9,2026-08-01,0.92,2026-09-01,False
NX-00776,North America,US / Canada,False,2025-11-01,7.8,647400.0,485550.0,4,2026-03-01,0.63,2026-04-01,False
NX-00777,North America,US / Canada,False,2025-11-01,7.5,622500.0,466875.0,6,2026-05-01,3.3,2026-08-01,False
NX-00778,North America,US / Canada,False,2025-11-01,6.7,556100.0,417075.0,7,2026-06-01,0.51,2026-07-01,False
NX-00779,North America,US / Canada,False,2025-11-01,15.9,1319700.0,989775.0,7,2026-06-01,0.06,2026-06-01,False
NX-00780,North America,US / Canada,False,2025-11-01,3.1,257300.0,192975.0,2,2026-01-01,1.4,2026-02-01,False
NX-00781,North America,US / Canada,False,2025-11-01,103.6,8598800.0,6449100.0,3,2026-02-01,0.0,2026-02-01,False
NX-00782,North America,US / Canada,False,2025-11-01,14.4,1195200.0,896400.0,12,2026-11-01,5.38,2027-04-01,False
NX-00783,North America,US / Canada,False,2025-11-01,3.8,315400.0,236550.0,6,2026-05-01,0.02,2026-05-01,False
NX-00784,North America,US / Canada,False,2025-11-01,21.3,1767900.0,1325925.0,6,2026-05-01,0.17,2026-05-01,False
NX-00785,North America,US / Canada,False,2025-11-01,11.4,946200.0,709650.0,8,2026-07-01,0.02,2026-07-01,False
NX-00786,North America,US / Canada,False,2025-11-01,29.2,2423600.0,1817700.0,8,2026-07-01,0.17,2026-07-01,False
NX-00787,North America,US / Canada,False,2025-11-01,9.6,796800.0,597600.0,8,2026-07-01,0.1,2026-07-01,False
NX-00788,North America,US / Canada,False,2025-11-01,4.9,406700.00000000006,305025.00000000006,3,2026-02-01,0.01,2026-02-01,False
NX-00789,North America,US / Canada,False,2025-11-01,27.0,2241000.0,1680750.0,4,2026-03-01,0.26,2026-03-01,False
NX-00790,North America,US / Canada,False,2025-11-01,6.2,514600.0,385950.0,3,2026-02-01,8.09,2026-10-01,False
NX-00791,North America,US / Canada,False,2025-11-01,6.4,531200.0,398400.0,3,2026-02-01,0.04,2026-02-01,False
NX-00792,North America,US / Canada,False,2025-11-01,14.3,1186900.0,890175.0,9,2026-08-01,0.3,2026-08-01,False
NX-00793,North America,US / Canada,False,2025-11-01,6.1,506299.99999999994,379724.99999999994,15,2027-02-01,0.03,2027-02-01,False
NX-00794,North America,US / Canada,False,2025-11-01,20.2,1676600.0,1257450.0,9,2026-08-01,0.01,2026-08-01,False
NX-00795,North America,US / Canada,False,2025-11-01,27.7,2299100.0,1724325.0,14,2027-01-01,0.37,,True
NX-00796,North America,US / Canada,False,2025-11-01,4.4,365200.00000000006,273900.00000000006,15,2027-02-01,0.01,2027-02-01,False
NX-00797,North America,US / Canada,False,2025-11-01,18.3,1518900.0,1139175.0,4,2026-03-01,0.59,2026-04-01,False
NX-00798,EMEA,Europe,False,2025-11-01,23.3,2050400.0,1537800.0,7,2026-06-01,2.11,2026-08-01,False
NX-00799,EMEA,Europe,False,2025-11-01,57.2,5033600.0,3775200.0,3,2026-02-01,0.69,2026-03-01,False
NX-00800,EMEA,Europe,False,2025-11-01,10.7,941599.9999999999,706199.9999999999,10,2026-09-01,3.36,2026-12-01,False
NX-00801,EMEA,Europe,False,2025-11-01,11.8,1038400.0000000001,778800.0000000001,12,2026-11-01,1.17,2026-12-01,False
NX-00802,EMEA,MENA,False,2025-11-01,3.6,291600.0,218700.0,8,2026-07-01,7.6,2027-03-01,False
NX-00803,APAC,India,True,2025-11-01,6.0,426000.0,319500.0,24,2027-11-01,4.21,2028-03-01,False
NX-00804,APAC,India,True,2025-11-01,11.1,788100.0,591075.0,13,2026-12-01,0.19,2026-12-01,False
NX-00805,APAC,India,True,2025-11-01,14.0,994000.0,745500.0,6,2026-05-01,20.46,2028-01-01,False
NX-00806,APAC,Australia/SEA,False,2025-11-01,19.2,1612800.0,1209600.0,5,2026-04-01,4.12,2026-08-01,False
NX-00807,APAC,Australia/SEA,False,2025-11-01,15.0,1260000.0,945000.0,11,2026-10-01,1.62,2026-12-01,False
NX-00808,LATAM,LATAM,False,2025-11-01,20.0,1580000.0,1185000.0,3,2026-02-01,0.52,2026-03-01,False
NX-00809,LATAM,LATAM,False,2025-11-01,7.8,616200.0,462150.0,6,2026-05-01,5.9,2026-11-01,False
NX-00810,LATAM,LATAM,False,2025-11-01,11.8,932200.0,699150.0,8,2026-07-01,1.01,2026-08-01,False
NX-00811,LATAM,LATAM,False,2025-11-01,6.6,521400.0,391050.0,12,2026-11-01,0.0,2026-11-01,False
NX-00812,LATAM,LATAM,False,2025-11-01,13.7,1082300.0,811725.0,1,2025-12-01,0.39,2025-12-01,False
NX-00813,LATAM,LATAM,False,2025-11-01,14.4,1137600.0,853200.0,11,2026-10-01,0.44,2026-10-01,False
NX-00814,North America,US / Canada,False,2025-12-01,5.3,439900.0,329925.0,6,2026-06-01,0.08,2026-06-01,False
NX-00815,North America,US / Canada,False,2025-12-01,19.2,1593600.0,1195200.0,14,2027-02-01,0.05,2027-02-01,False
NX-00816,North America,US / Canada,False,2025-12-01,8.0,664000.0,498000.0,16,2027-04-01,0.0,2027-04-01,False
NX-00817,North America,US / Canada,False,2025-12-01,37.7,3129100.0000000005,2346825.0000000005,7,2026-07-01,2.19,2026-09-01,False
NX-00818,North America,US / Canada,False,2025-12-01,49.4,4100200.0,3075150.0,5,2026-05-01,0.0,2026-05-01,False
NX-00819,North America,US / Canada,False,2025-12-01,13.7,1137100.0,852825.0,3,2026-03-01,0.0,2026-03-01,False
NX-00820,North America,US / Canada,False,2025-12-01,19.9,1651699.9999999998,1238774.9999999998,7,2026-07-01,2.57,2026-10-01,False
NX-00821,North America,US / Canada,False,2025-12-01,10.1,838300.0,628725.0,4,2026-04-01,0.0,2026-04-01,False
NX-00822,North America,US / Canada,False,2025-12-01,6.7,556100.0,417075.0,4,2026-04-01,0.0,2026-04-01,False
NX-00823,North America,US / Canada,False,2025-12-01,8.8,730400.0000000001,547800.0000000001,5,2026-05-01,0.03,2026-05-01,False
NX-00824,North America,US / Canada,False,2025-12-01,8.1,672300.0,504225.0,9,2026-09-01,0.14,2026-09-01,False
NX-00825,North America,US / Canada,False,2025-12-01,7.7,639100.0,479325.0,8,2026-08-01,0.74,2026-09-01,False
NX-00826,North America,US / Canada,False,2025-12-01,10.4,863200.0,647400.0,11,2026-11-01,0.3,2026-11-01,False
NX-00827,North America,US / Canada,False,2025-12-01,42.5,3527500.0,2645625.0,4,2026-04-01,1.42,2026-05-01,False
NX-00828,North America,US / Canada,False,2025-12-01,22.4,1859199.9999999998,1394399.9999999998,5,2026-05-01,0.01,2026-05-01,False
NX-00829,North America,US / Canada,False,2025-12-01,26.4,2191200.0,1643400.0,3,2026-03-01,0.47,2026-03-01,False
NX-00830,North America,US / Canada,False,2025-12-01,12.9,1070700.0,803025.0,12,2026-12-01,0.01,2026-12-01,False
NX-00831,North America,US / Canada,False,2025-12-01,4.9,406700.00000000006,305025.00000000006,5,2026-05-01,0.16,2026-05-01,False
NX-00832,North America,US / Canada,False,2025-12-01,102.3,8490900.0,6368175.0,1,2026-01-01,0.17,2026-01-01,False
NX-00833,North America,US / Canada,False,2025-12-01,27.1,2249300.0,1686975.0,6,2026-06-01,0.0,2026-06-01,False
NX-00834,North America,US / Canada,False,2025-12-01,8.4,697200.0,522900.0,7,2026-07-01,0.01,2026-07-01,False
NX-00835,EMEA,Europe,False,2025-12-01,5.4,475200.00000000006,356400.00000000006,4,2026-04-01,0.0,2026-04-01,False
NX-00836,EMEA,Europe,False,2025-12-01,29.3,2578400.0,1933800.0,9,2026-09-01,0.05,2026-09-01,False
NX-00837,EMEA,Europe,False,2025-12-01,10.9,959200.0,719400.0,11,2026-11-01,0.54,2026-12-01,False
NX-00838,EMEA,Europe,False,2025-12-01,11.9,1047200.0,785400.0,5,2026-05-01,0.0,2026-05-01,False
NX-00839,EMEA,Europe,False,2025-12-01,17.6,1548800.0000000002,1161600.0000000002,6,2026-06-01,0.0,2026-06-01,False
NX-00840,EMEA,MENA,False,2025-12-01,12.8,1036800.0,777600.0,4,2026-04-01,4.56,2026-09-01,False
NX-00841,EMEA,MENA,False,2025-12-01,19.8,1603800.0,1202850.0,10,2026-10-01,2.05,2026-12-01,False
NX-00842,EMEA,MENA,False,2025-12-01,5.8,469800.0,352350.0,8,2026-08-01,0.83,2026-09-01,False
NX-00843,APAC,India,True,2025-12-01,3.5,248500.0,186375.0,10,2026-10-01,10.21,2027-08-01,False
NX-00844,APAC,India,True,2025-12-01,14.8,1050800.0,788100.0,5,2026-05-01,18.43,2027-11-01,False
NX-00845,LATAM,LATAM,False,2025-12-01,5.1,402900.0,302175.0,4,2026-04-01,0.0,2026-04-01,False
NX-00846,LATAM,LATAM,False,2025-12-01,9.9,782100.0,586575.0,5,2026-05-01,3.32,2026-08-01,False
NX-00847,LATAM,LATAM,False,2025-12-01,57.1,4510900.0,3383175.0,7,2026-07-01,1.03,2026-08-01,False
NX-00848,LATAM,LATAM,False,2025-12-01,65.6,5182400.0,3886800.0,9,2026-09-01,2.91,2026-12-01,False
